id,question,slug,groupItemTitle,startDate,endDate,description,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_id,event_ticker,event_slug,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,market_start_date,market_end_date,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_correct,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss
253592.0,Will Joe Biden win the 2024 US Presidential Election?,will-joe-biden-win-the-2024-us-presidential-election,Joe Biden,2024-01-04T22:58:00Z,2024-11-05T12:00:00Z,"This market will resolve to “Yes” if Joe Biden wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.","[""Yes"", ""No""]","[""0"", ""1""]",72176112.34,72176112.34,True,True,"[""88027839609243624193415614179328679602612916497045596227438675518749602824929"", ""34731657770883441140875001518098751138877095477683682718012432921110142479972""]",903193.0,presidential-election-winner-2024,presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,2024-01-04 22:58:00+00:00,2024-11-05 12:00:00+00:00,No,8.8e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,305.0,122.6393443,1.087915155,1.0,0.026627456,1.160196307,6729.0,5.55877545,0.280725219,1.555861516,0.063159459,0.002896817,31.07163026,0,1e-06,0.0010005
253731.0,Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,will-hillary-clinton-win-the-popular-vote-in-the-2024-presidential-election,Hillary Clinton,2024-01-09T23:46:00Z,2024-11-05T00:00:00Z,"This market will resolve to “Yes” if Hillary Clinton is the candidate who receives the most votes in the 2024 U.S. presidential election, otherwise this market will resolve to “No.”

In case of a tie, this market will resolve in favor of the candidate whose last name comes first in alphabetical order.

The resolution source will be an overwhelming consensus of credible reporting as to who is the winner of the popular vote.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.
","[""Yes"", ""No""]","[""0"", ""1""]",70237132.51,70237132.51,True,True,"[""21331146930618962824689789220409196138572970640663273021860765909977344077098"", ""72030927215702361814290973244368675464536489585886402057335674636016647741043""]",903216.0,presidential-election-popular-vote-winner-2024,presidential-election-popular-vote-winner-2024,Popular Vote Winner 2024,This is a market on predicting the winner of the popular vote in the 2024 presidential election.,628163458.5, United States, Presidential Popular Vote,5184.0,2024-01-09 23:46:00+00:00,2024-11-05 00:00:00+00:00,No,2.13e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,300.0,201.8233333,1.248811469,0.75,0.00761392,0.326310847,11709.0,5.170979588,0.803484499,1.512709135,0.008284226,7.38E-05,0.442736357,0,1e-06,0.0010005
253697.0,Will Joe Biden win the 2024 Democratic Presidential Nomination?,will-joe-biden-win-the-2024-democratic-presidential-nomination,Joe Biden,2024-01-13T01:31:00Z,2024-08-18T12:00:00Z,"This market will resolve to “Yes” if Joe Biden wins the 2024 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources, including https://democrats.org/.

Any replacement of the democratic nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",57519438.44,57519438.44,True,True,"[""29771515314065403331935508893946579645282141892225585852084723308418208825505"", ""73890423855099261268197674979498041824881965319673879879507212961483126998683""]",903215.0,democratic-nominee-2024,democratic-nominee-2024,Democratic Nominee 2024,This is a market on who will be the Democratic nominee for the 2024 presidential election.,327866173.2, United States, Presidential Primary,3104.0,2024-01-13 01:31:00+00:00,2024-08-18 12:00:00+00:00,No,2.9799999999999996e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,218.0,136.2293578,1.498149394,0.940366972,0.0,,5103.0,5.819713894,0.335880854,1.550508452,0.0,5.40E-05,0.608269645,0,1e-06,0.0010005
253701.0,Will Kamala Harris win the 2024 Democratic Presidential Nomination?,will-kamala-harris-win-the-2024-democratic-presidential-nomination,Kamala Harris,2024-01-13T01:32:00Z,2024-08-19T00:00:00Z,"This market will resolve to “Yes” if Kamala Harris wins the 2024 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources, including https://democrats.org/.

Any replacement of the democratic nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""1"", ""0""]",54563172.65,54563172.65,True,True,"[""61307174745343826105381155328818841321097085669107501488931143161146416325701"", ""54591161509758068427816015327514967347226540141874651452795485734427174342667""]",903215.0,democratic-nominee-2024,democratic-nominee-2024,Democratic Nominee 2024,This is a market on who will be the Democratic nominee for the 2024 presidential election.,327866173.2, United States, Presidential Primary,3104.0,2024-01-13 01:32:00+00:00,2024-08-19 00:00:00+00:00,Yes,6.13e+76,0.999,0.999,,,,,,0.999,1.0,0.001,0.998,218.0,194.2844037,1.391800316,0.73853211,0.0,,5932.0,7.139919083,0.332602832,1.491523823,0.0,5.69E-05,0.523263655,1,1e-06,0.0010005
253594.0,Will Gavin Newsom win the 2024 US Presidential Election?,will-gavin-newsom-win-the-2024-us-presidential-election,Gavin Newsom,2024-01-04T23:00:00Z,2024-11-05T00:00:00Z,"This market will resolve to “Yes” if Gavin Newsom wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.","[""Yes"", ""No""]","[""0"", ""1""]",54161276.23,54161276.23,True,True,"[""99200347365169760700385453164878188504479548439905371494493482364634358863823"", ""88063614818983277039870506697948521713429593096456892435153186054911641634952""]",903193.0,presidential-election-winner-2024,presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,2024-01-04 23:00:00+00:00,2024-11-05 00:00:00+00:00,No,9.919999999999999e+76,0.001,0.001,0.001,4.34e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,305.0,112.3213115,1.040867389,0.921311475,0.018010392,0.784738497,5305.0,6.457681433,0.427332705,1.626744118,0.055230914,0.003860341,39.41206409,0,1e-06,0.0010005
253724.0,Will RFK Jr. win the popular vote in the 2024 Presidential Election?,will-rfk-jr-win-the-popular-vote-in-the-2024-presidential-election,Robert F. Kennedy Jr.,2024-01-09T23:40:00Z,2024-11-05T00:00:00Z,"This market will resolve to “Yes” if Robert F. Kennedy Jr. is the candidate who receives the most votes in the 2024 U.S. presidential election, otherwise this market will resolve to “No.”

In case of a tie, this market will resolve in favor of the candidate whose last name comes first in alphabetical order.

The resolution source will be an overwhelming consensus of credible reporting as to who is the winner of the popular vote.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.
","[""Yes"", ""No""]","[""0"", ""1""]",47770370.84,47770370.84,True,True,"[""6333204770411034121381004753674929868178817465526206481102652091802294810372"", ""75745745045456887896132402809740705215382251376613233135883491325350121154511""]",903216.0,presidential-election-popular-vote-winner-2024,presidential-election-popular-vote-winner-2024,Popular Vote Winner 2024,This is a market on predicting the winner of the popular vote in the 2024 presidential election.,628163458.5, United States, Presidential Popular Vote,5184.0,2024-01-09 23:40:00+00:00,2024-11-05 00:00:00+00:00,No,6.33e+75,0.001,0.001,0.001,4.34e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,300.0,170.57,1.279027301,0.793333333,0.012858846,0.551093393,10698.0,4.78323051,0.81239484,1.534286998,0.014021312,0.000108519,0.484576556,0,1e-06,0.0010005
253703.0,Will Michelle Obama win the 2024 Democratic Presidential Nomination?,will-michelle-obama-win-the-2024-democratic-presidential-nomination,Michelle Obama,2024-01-13T01:33:00Z,2024-08-19T00:00:00Z,"This market will resolve to “Yes” if Michelle Obama wins the 2024 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources, including https://democrats.org/.

Any replacement of the democratic nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",47510450.44,47510450.44,True,True,"[""114906809173953523276355880925100389606649541176600550608761173629971358774558"", ""111642085027395307760165609157375961929053087532129347894740372163977917411268""]",903215.0,democratic-nominee-2024,democratic-nominee-2024,Democratic Nominee 2024,This is a market on who will be the Democratic nominee for the 2024 presidential election.,327866173.2, United States, Presidential Primary,3104.0,2024-01-13 01:33:00+00:00,2024-08-19 00:00:00+00:00,No,1.15e+77,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,218.0,94.5412844,1.535991141,0.894495413,0.0,,3339.0,6.172506739,0.253369272,1.561183891,0.0,6.53E-05,0.929619647,0,1e-06,0.0010005
253596.0,Will Ron DeSantis win the 2024 US Presidential Election?,will-ron-desantis-win-the-2024-us-presidential-election,Ron DeSantis,2024-01-04T23:02:00Z,2024-11-05T12:00:00Z,"This market will resolve to “Yes” if Ron DeSantis wins the 2024 US Presidential Election. Otherwise, this market will resolve to “No.”

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate by the inauguration date (January 20, 2025) this market will resolve based on who is inaugurated.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.","[""Yes"", ""No""]","[""0"", ""1""]",46309049.2,46309049.2,True,True,"[""54541905023211985194827443687227462634594584372996482268933020846517872533280"", ""31047886014226264999763088291196820581455214827362848029616905203866058950804""]",903193.0,presidential-election-winner-2024,presidential-election-winner-2024,Presidential Election Winner 2024,This is a market on predicting the winner of the 2024 presidential election.,3686335059.0, United States, Presidential,209081.0,2024-01-04 23:02:00+00:00,2024-11-05 12:00:00+00:00,No,5.4499999999999996e+76,0.001,0.001,0.001,4.34e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,305.0,60.05245902,0.808987654,0.908196721,0.032103079,1.398777026,3203.0,5.71838901,0.297221355,1.610613671,0.085544802,0.004514906,65.27661567,0,1e-06,0.0010005
253728.0,Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,will-ron-desantis-win-the-popular-vote-in-the-2024-presidential-election,Ron DeSantis,2024-01-09T23:44:00Z,2024-11-05T00:00:00Z,"This market will resolve to “Yes” if Ron DeSantis is the candidate who receives the most votes in the 2024 U.S. presidential election, otherwise this market will resolve to “No.”

In case of a tie, this market will resolve in favor of the candidate whose last name comes first in alphabetical order.

The resolution source will be an overwhelming consensus of credible reporting as to who is the winner of the popular vote.

Note: An update may be made to this market to allow for early expiration if the candidate is definitively no longer in contention for the presidency.
","[""Yes"", ""No""]","[""0"", ""1""]",39315353.33,39315353.33,True,True,"[""22198899803799400842653407696459652606619797905839715433140999262976116021845"", ""107275417694529311248022017394742033208095565936648770987025176324471482957102""]",903216.0,presidential-election-popular-vote-winner-2024,presidential-election-popular-vote-winner-2024,Popular Vote Winner 2024,This is a market on predicting the winner of the popular vote in the 2024 presidential election.,628163458.5, United States, Presidential Popular Vote,5184.0,2024-01-09 23:44:00+00:00,2024-11-05 00:00:00+00:00,No,2.22e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,300.0,81.81,0.768227666,0.756666667,0.022368904,0.958667295,5027.0,4.882235926,0.46707778,1.464001956,0.036602347,0.000131857,1.031231351,0,1e-06,0.0010005
253698.0,Will Gavin Newsom win the 2024 Democratic Presidential Nomination?,will-gavin-newsom-win-the-2024-democratic-presidential-nomination,Gavin Newsom,2024-01-13T01:32:00Z,2024-08-19T00:00:00Z,"This market will resolve to “Yes” if Gavin Newsom wins the 2024 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources, including https://democrats.org/.

Any replacement of the democratic nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",37514692.52,37514692.52,True,True,"[""17271282640034103271682737572094837186921498503512408359915534513146889691691"", ""14662255050020583276710279832399745542299914539983676698998349018564404556388""]",903215.0,democratic-nominee-2024,democratic-nominee-2024,Democratic Nominee 2024,This is a market on who will be the Democratic nominee for the 2024 presidential election.,327866173.2, United States, Presidential Primary,3104.0,2024-01-13 01:32:00+00:00,2024-08-19 00:00:00+00:00,No,1.7299999999999998e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,218.0,112.7431193,1.292296213,0.825688073,0.0,,3781.0,6.50039672,0.564400952,1.545447148,0.0,8.27E-05,0.820946839,0,1e-06,0.0010005
